customer_last_name,film_list
BLACK,"ATLANTIS CAUSE,BONNIE HOLOCAUST,CHANCE RESURRECTION,CHILL LUCK,CHRISTMAS MOONSHINE,DIVIDE MONSTER,DOGMA FAMILY,GROUNDHOG UNCUT,HANKY OCTOBER,HOLLYWOOD ANONYMOUS,ICE CROSSING,ILLUSION AMELIE,JOON NORTHWEST,LOVER TRUMAN,MINE TITANS,MOB DUFFEL,MOURNING PURPLE,PHILADELPHIA WIFE,PULP BEVERLY,SATURDAY LAMBS,SHOW LORD,STOCK GLASS,TRIP NEWTON,UNCUT SUICIDES,VARSITY TRIP,ZOOLANDER FICTION"
BLAKELY,"BEVERLY OUTLAW,BINGO TALENTED,BUTTERFLY CHOCOLAT,CENTER DINOSAUR,CRAFT OUTFIELD,EMPIRE MALKOVICH,ENGLISH BULWORTH,FANTASIA PARK,GOLDFINGER SENSIBILITY,GREEK EVERYONE,HORN WORKING,IDAHO LOVE,JUGGLER HARDLY,LADYBUGS ARMAGEDDON,LAMBS CINCINATTI,LIBERTY MAGNIFICENT,MADISON TRAP,MYSTIC TRUMAN,NONE SPIKING,NORTHWEST POLISH,ODDS BOOGIE,PARTY KNOCK,POTTER CONNECTICUT,RAGING AIRPLANE,SHEPHERD MIDSUMMER,SLEEPY JAPANESE,SUNRISE LEAGUE,WEEKEND PERSONAL"
BOLIN,"ALADDIN CALENDAR,ARTIST COLDBLOODED,BAKED CLEOPATRA,BLINDNESS GUN,BORROWERS BEDAZZLED,CANYON STOCK,CONGENIALITY QUEST,DIRTY ACE,ENTRAPMENT SATISFACTION,EVOLUTION ALTER,HAUNTING PIANIST,HURRICANE AFFAIR,LIES TREATMENT,METROPOLIS COMA,NETWORK PEAK,PHILADELPHIA WIFE,SHOCK CABIN,TALENTED HOMICIDE,WITCHES PANIC,WONDERFUL DROP,WORDS HUNTER,WRATH MILE"
BONE,"BENEATH RUSH,BIRDS PERDITION,BUGSY SONG,DAY UNFAITHFUL,DRIFTER COMMANDMENTS,DURHAM PANKY,EXPENDABLE STALLION,EXPRESS LONELY,FIDELITY DEVIL,FLAMINGOS CONNECTICUT,GUN BONNIE,LUCKY FLYING,MADIGAN DORADO,MASSACRE USUAL,MOONSHINE CABIN,PET HAUNTING,QUEST MUSSOLINI,RANGE MOONWALKER,STAR OPERATION,TELEGRAPH VOYAGE,TRAP GUYS,TREATMENT JEKYLL,TRIP NEWTON,UNITED PILOT,WORKING MICROCOSMOS"
BOSTIC,"BLADE POLISH,CASSIDY WYOMING,CONFIDENTIAL INTERVIEW,DONNIE ALLEY,DOORS PRESIDENT,DRUMLINE CYCLONE,FARGO GANDHI,GREEK EVERYONE,HANDICAP BOONDOCK,INNOCENT USUAL,INSIDER ARIZONA,JAWS HARRY,LIAISONS SWEET,LOLA AGENT,NOTORIOUS REUNION,PLUTO OLEANDER,PUNK DIVORCE,RULES HUMAN,RUSH GOODFELLAS,RUSH GOODFELLAS,SOMETHING DUCK,TALENTED HOMICIDE,TROJAN TOMORROW,UNDEFEATED DALMATIONS,VACATION BOONDOCK"
BOUDREAU,"BARBARELLA STREETCAR,BEAR GRACELAND,BERETS AGENT,BUCKET BROTHERHOOD,CITIZEN SHREK,CLOCKWORK PARADISE,COMA HEAD,CONTACT ANONYMOUS,CONTACT ANONYMOUS,DESTINY SATURDAY,DETECTIVE VISION,DINOSAUR SECRETARY,FORWARD TEMPLE,GREASE YOUTH,GRIT CLOCKWORK,HOLY TADPOLE,INCH JET,INSIDER ARIZONA,JUGGLER HARDLY,LUCKY FLYING,MULAN MOON,NONE SPIKING,PACKER MADIGAN,RIDGEMONT SUBMARINE,SEATTLE EXPECATIONS,SNOWMAN ROLLERCOASTER,SPINAL ROCKY,STAMPEDE DISTURBING,VIETNAM SMOOCHY,VIRGINIAN PLUTO,WEEKEND PERSONAL,WITCHES PANIC,WOLVES DESIRE,WON DARES,WRONG BEHAVIOR"
BOURQUE,"BLACKOUT PRIVATE,BLACKOUT PRIVATE,CAUSE DATE,EDGE KISSING,EFFECT GLADIATOR,EFFECT GLADIATOR,GREATEST NORTH,HOLIDAY GAMES,HOLLOW JEOPARDY,INVASION CYCLONE,LOSE INCH,MAGIC MALLRATS,MOSQUITO ARMAGEDDON,OUTLAW HANKY,STONE FIRE,THIEF PELICAN,TROJAN TOMORROW,TROOPERS METAL,VANILLA DAY,VIDEOTAPE ARSENIC,VIRTUAL SPOILERS,WONDERLAND CHRISTMAS"
BOWENS,"ALASKA PHANTOM,AMADEUS HOLY,BILL OTHERS,BLUES INSTINCT,BORROWERS BEDAZZLED,CABIN FLASH,CARRIE BUNCH,COLDBLOODED DARLING,CONFIDENTIAL INTERVIEW,DALMATIONS SWEDEN,DESIRE ALIEN,DETAILS PACKER,EAGLES PANKY,FINDING ANACONDA,GLEAMING JAWBREAKER,GRIT CLOCKWORK,IDOLS SNATCHERS,JACKET FRISCO,KNOCK WARLOCK,KWAI HOMEWARD,MALLRATS UNITED,MALLRATS UNITED,MINDS TRUMAN,NIGHTMARE CHILL,RUN PACIFIC,SALUTE APOLLO,SUNRISE LEAGUE,TRIP NEWTON,UNITED PILOT"
BOWMAN,"ARMAGEDDON LOST,CAMELOT VACATION,DISCIPLE MOTHER,EMPIRE MALKOVICH,FRENCH HOLIDAY,GOODFELLAS SALUTE,HOOSIERS BIRDCAGE,ILLUSION AMELIE,IMPOSSIBLE PREJUDICE,JADE BUNCH,KILLER INNOCENT,MASK PEACH,RESURRECTION SILVERADO,TEXAS WATCH,WHISPERER GIANT"
BOX,"ALASKA PHANTOM,ALASKA PHANTOM,ALIEN CENTER,ANONYMOUS HUMAN,ARACHNOPHOBIA ROLLERCOASTER,BEAUTY GREASE,BIRDCAGE CASPER,CLOSER BANG,CLUELESS BUCKET,FARGO GANDHI,FATAL HAUNTED,GASLIGHT CRUSADE,GOLDMINE TYCOON,GOSFORD DONNIE,HOMEWARD CIDER,HUMAN GRAFFITI,LIFE TWISTED,LOATHING LEGALLY,MIDSUMMER GROUNDHOG,MOCKINGBIRD HOLLYWOOD,SADDLE ANTITRUST,SATURDAY LAMBS,SHEPHERD MIDSUMMER,SLEEPLESS MONSOON,SMOKING BARBARELLA,SWARM GOLD,UNDEFEATED DALMATIONS,WILLOW TRACY,WRATH MILE"
BOYD,"ARABIA DOGMA,BIKINI BORROWERS,BLADE POLISH,CAT CONEHEADS,DOUBLE WRATH,DOWNHILL ENOUGH,ENCOUNTERS CURTAIN,FELLOWSHIP AUTUMN,GABLES METROPOLIS,GOODFELLAS SALUTE,HARPER DYING,ISLAND EXORCIST,KARATE MOON,MULHOLLAND BEAST,PIZZA JUMANJI,POTTER CONNECTICUT,SINNERS ATLANTIS,SLACKER LIAISONS,SOMETHING DUCK,SPIRIT FLINTSTONES,SQUAD FISH,TRADING PINOCCHIO,YENTL IDAHO"
BRADLEY,"ALIEN CENTER,BABY HALL,BUCKET BROTHERHOOD,BUCKET BROTHERHOOD,CONFUSED CANDLES,DEEP CRUSADE,DOUBLE WRATH,EFFECT GLADIATOR,FEUD FROGMEN,FROST HEAD,HANDICAP BOONDOCK,HAPPINESS UNITED,HARRY IDAHO,HIGH ENCINO,KARATE MOON,LEGEND JEDI,MAGUIRE APACHE,MASSACRE USUAL,METAL ARMAGEDDON,MOULIN WAKE,NEMO CAMPUS,RAGE GAMES,RANGE MOONWALKER,ROLLERCOASTER BRINGING,SABRINA MIDNIGHT,SATISFACTION CONFIDENTIAL,SPARTACUS CHEAPER,STAR OPERATION,STEEL SANTA,STREETCAR INTENTIONS,STREETCAR INTENTIONS,STRICTLY SCARFACE,SUBMARINE BED,TIMBERLAND SKY"
BREAUX,"ALAMO VIDEOTAPE,ALASKA PHANTOM,CHICAGO NORTH,CONFESSIONS MAGUIRE,DESERT POSEIDON,FALCON VOLUME,FEATHERS METAL,FORREST SONS,FRONTIER CABIN,GREASE YOUTH,HOME PITY,MARRIED GO,MEMENTO ZOOLANDER,MILE MULAN,MURDER ANTITRUST,NATURAL STOCK,NORTHWEST POLISH,OKLAHOMA JUMANJI,PARK CITIZEN,PELICAN COMFORTS,PICKUP DRIVING,REAP UNFAITHFUL,ROXANNE REBEL,SHAKESPEARE SADDLE,SHOCK CABIN,STALLION SUNDANCE,SUIT WALLS,SUN CONFESSIONS,TOURIST PELICAN"
BREWER,"AMERICAN CIRCUS,ANYTHING SAVANNAH,BLACKOUT PRIVATE,BRIDE INTRIGUE,CASUALTIES ENCINO,CAUSE DATE,DISCIPLE MOTHER,DIVIDE MONSTER,DRAGON SQUAD,FISH OPUS,GREATEST NORTH,HOLOCAUST HIGHBALL,HOMEWARD CIDER,HYDE DOCTOR,HYDE DOCTOR,IDENTITY LOVER,MONSTER SPARTACUS,MOONWALKER FOOL,NOON PAPI,OZ LIAISONS,PERFECT GROOVE,SCISSORHANDS SLUMS,STEEL SANTA,STORM HAPPINESS,SWARM GOLD,TOWN ARK,TRADING PINOCCHIO,VANISHING ROCKY,WHISPERER GIANT,WHISPERER GIANT,WORKING MICROCOSMOS"
BRINSON,"BALLROOM MOCKINGBIRD,BANGER PINOCCHIO,BLOOD ARGONAUTS,BUBBLE GROSSE,CITIZEN SHREK,CLASH FREDDY,DOUBLE WRATH,DOUBLE WRATH,DRAGON SQUAD,DUCK RACER,ENDING CROWDS,ENGLISH BULWORTH,ESCAPE METROPOLIS,FERRIS MOTHER,GABLES METROPOLIS,GILMORE BOILED,GROUNDHOG UNCUT,HORN WORKING,HUNGER ROOF,LOCK REAR,LOST BIRD,MAJESTIC FLOATS,MONEY HAROLD,MULHOLLAND BEAST,NORTHWEST POLISH,RUGRATS SHAKESPEARE,SATURDAY LAMBS,SHOW LORD,SORORITY QUEEN,STAGE WORLD,TOWN ARK,VIDEOTAPE ARSENIC,VOYAGE LEGALLY,WARDROBE PHANTOM,WHISPERER GIANT,WOMEN DORADO"
BROOKS,"AFFAIR PREJUDICE,BEAST HUNCHBACK,BLACKOUT PRIVATE,BLADE POLISH,CREATURES SHAKESPEARE,ENTRAPMENT SATISFACTION,GRIT CLOCKWORK,HEAD STRANGER,HOURS RAGE,INDEPENDENCE HOTEL,INTERVIEW LIAISONS,INVASION CYCLONE,JET NEIGHBORS,MAGUIRE APACHE,MALKOVICH PET,MURDER ANTITRUST,NOON PAPI,PITY BOUND,SABRINA MIDNIGHT,SECRETS PARADISE,SHREK LICENSE,THIN SAGEBRUSH,USUAL UNTOUCHABLES,USUAL UNTOUCHABLES"
BROTHERS,"BULL SHAWSHANK,CINCINATTI WHISPERER,COMA HEAD,FIGHT JAWBREAKER,FOOL MOCKINGBIRD,FORREST SONS,GHOST GROUNDHOG,HEAVYWEIGHTS BEAST,HUNTING MUSKETEERS,MONTEZUMA COMMAND,MUMMY CREATURES,NEMO CAMPUS,NORTHWEST POLISH,PELICAN COMFORTS,PLUTO OLEANDER,SHIP WONDERLAND,SHOOTIST SUPERFLY,SWARM GOLD,TAXI KICK,TOMORROW HUSTLER,TRACY CIDER,TRAMP OTHERS"
BROWN,"AGENT TRUMAN,ALASKA PHANTOM,ALTER VICTORY,AMISTAD MIDSUMMER,ARIZONA BANG,BETRAYED REAR,BOUND CHEAPER,CENTER DINOSAUR,CLEOPATRA DEVIL,DATE SPEED,DOUBLE WRATH,DURHAM PANKY,DYNAMITE TARZAN,ENOUGH RAGING,FIGHT JAWBREAKER,FREAKY POCUS,GABLES METROPOLIS,GANGS PRIDE,HEAD STRANGER,INTERVIEW LIAISONS,ISHTAR ROCKETEER,LAWRENCE LOVE,LUCK OPUS,MEMENTO ZOOLANDER,MIDSUMMER GROUNDHOG,PATIENT SISTER,REEF SALUTE,RIVER OUTLAW,ROOM ROMAN,SATISFACTION CONFIDENTIAL,SLUMS DUCK,SWARM GOLD,TOOTSIE PILOT,VIDEOTAPE ARSENIC,VOYAGE LEGALLY,WANDA CHAMBER,WASTELAND DIVINE,WILLOW TRACY"
BROWNLEE,"ANNIE IDENTITY,BEVERLY OUTLAW,CHISUM BEHAVIOR,CONFESSIONS MAGUIRE,DINOSAUR SECRETARY,DOORS PRESIDENT,DREAM PICKUP,EARRING INSTINCT,ENCOUNTERS CURTAIN,ENOUGH RAGING,FOOL MOCKINGBIRD,JEKYLL FROGMEN,LOST BIRD,LUKE MUMMY,MAGIC MALLRATS,MAIDEN HOME,MYSTIC TRUMAN,PILOT HOOSIERS,PULP BEVERLY,RANGE MOONWALKER,REUNION WITCHES,ROAD ROXANNE,ROCKETEER MOTHER,SCALAWAG DUCK,SCARFACE BANG,SHAKESPEARE SADDLE,SHAWSHANK BUBBLE,TURN STAR,VIRTUAL SPOILERS,WIND PHANTOM,WITCHES PANIC,WORKING MICROCOSMOS"
BRYANT,"BEACH HEARTBREAKERS,CLOSER BANG,GROUNDHOG UNCUT,HOUSE DYNAMITE,INNOCENT USUAL,KISS GLORY,LOUISIANA HARRY,MAGNOLIA FORRESTER,MINORITY KISS,MOCKINGBIRD HOLLYWOOD,PAJAMA JAWBREAKER,PATIENT SISTER,SCORPION APOLLO,SIERRA DIVIDE,SLACKER LIAISONS,SUNDANCE INVASION,VAMPIRE WHALE,WATERFRONT DELIVERANCE"
BUFORD,"AGENT TRUMAN,CLONES PINOCCHIO,CROOKED FROGMEN,DANGEROUS UPTOWN,DATE SPEED,DRIVER ANNIE,FARGO GANDHI,FEUD FROGMEN,FLASH WARS,FLINTSTONES HAPPINESS,FORWARD TEMPLE,LEBOWSKI SOLDIERS,PERFECT GROOVE,PERSONAL LADYBUGS,POCUS PULP,PRIX UNDEFEATED,PULP BEVERLY,RANGE MOONWALKER,SAMURAI LION,SCARFACE BANG,STEPMOM DREAM,TITANS JERK,TRUMAN CRAZY,VIETNAM SMOOCHY,WOLVES DESIRE"
BULL,"ALI FOREVER,BAKED CLEOPATRA,BIRD INDEPENDENCE,CHISUM BEHAVIOR,CLYDE THEORY,CREATURES SHAKESPEARE,CURTAIN VIDEOTAPE,DOUBLE WRATH,EARTH VISION,FIGHT JAWBREAKER,FRENCH HOLIDAY,GAMES BOWFINGER,GATHERING CALENDAR,GOLDFINGER SENSIBILITY,HIGH ENCINO,HURRICANE AFFAIR,ICE CROSSING,KARATE MOON,LADYBUGS ARMAGEDDON,LIAISONS SWEET,LOSE INCH,MIDSUMMER GROUNDHOG,MILLION ACE,MOON BUNCH,MOON BUNCH,NAME DETECTIVE,OUTBREAK DIVINE,OUTBREAK DIVINE,RESERVOIR ADAPTATION,ROUGE SQUAD,STEPMOM DREAM,STING PERSONAL,SWEETHEARTS SUSPECTS,TIGHTS DAWN,TRANSLATION SUMMER,VIRTUAL SPOILERS,WASTELAND DIVINE,WEDDING APOLLO,WHALE BIKINI,WORDS HUNTER"
BUNN,"ALASKA PHANTOM,CELEBRITY HORN,CIDER DESIRE,CONNECTICUT TRAMP,CONTROL ANTHEM,DESTINY SATURDAY,FATAL HAUNTED,FROST HEAD,HAMLET WISDOM,INTENTIONS EMPIRE,IRON MOON,MIDSUMMER GROUNDHOG,MIDSUMMER GROUNDHOG,PANKY SUBMARINE,PLUTO OLEANDER,REAP UNFAITHFUL,STEERS ARMAGEDDON,TAXI KICK,TOURIST PELICAN,TOWN ARK,UNBREAKABLE KARATE,VOICE PEACH"
BURK,"BEETHOVEN EXORCIST,BIRCH ANTITRUST,BOOGIE AMELIE,BREAKING HOME,CANDLES GRAPES,CLUELESS BUCKET,DARLING BREAKING,DUFFEL APOCALYPSE,EXPECATIONS NATURAL,FUGITIVE MAGUIRE,GUNFIGHTER MUSSOLINI,HANOVER GALAXY,MASSACRE USUAL,NIGHTMARE CHILL,PLUTO OLEANDER,ROBBERY BRIGHT,SECRETS PARADISE,SHRUNK DIVINE,STRANGELOVE DESIRE,SUPER WYOMING,UNFORGIVEN ZOOLANDER,VACATION BOONDOCK,WEDDING APOLLO"
BURKE,"BAKED CLEOPATRA,BED HIGHBALL,CADDYSHACK JEDI,CAMPUS REMEMBER,COAST RAINBOW,FROST HEAD,GIANT TROOPERS,GRADUATE LORD,HEAVYWEIGHTS BEAST,HYSTERICAL GRAIL,MADRE GABLES,MALKOVICH PET,MOULIN WAKE,NORTH TEQUILA,PRINCESS GIANT,ROAD ROXANNE,SMOKING BARBARELLA,SPINAL ROCKY,SPY MILE,STATE WASTELAND,STRANGELOVE DESIRE,VIRGINIAN PLUTO,VOICE PEACH,WISDOM WORKER"
BURLESON,"ANNIE IDENTITY,ARACHNOPHOBIA ROLLERCOASTER,BEAR GRACELAND,BLUES INSTINCT,CELEBRITY HORN,COMA HEAD,DEVIL DESIRE,DOWNHILL ENOUGH,DRACULA CRYSTAL,EARRING INSTINCT,EDGE KISSING,ENCOUNTERS CURTAIN,EVOLUTION ALTER,GLEAMING JAWBREAKER,HUNCHBACK IMPOSSIBLE,JAPANESE RUN,LOLA AGENT,LOSE INCH,PACKER MADIGAN,PEACH INNOCENT,PRINCESS GIANT,RESURRECTION SILVERADO,STRAIGHT HOURS,STRANGER STRANGERS,VANISHING ROCKY"
BURNS,"BROTHERHOOD BLANKET,CHANCE RESURRECTION,COMFORTS RUSH,CONGENIALITY QUEST,DECEIVER BETRAYED,EMPIRE MALKOVICH,GORGEOUS BINGO,HARDLY ROBBERS,HORROR REIGN,KARATE MOON,LEAGUE HELLFIGHTERS,LOATHING LEGALLY,NONE SPIKING,OUTFIELD MASSACRE,PITY BOUND,POTTER CONNECTICUT,ROCKETEER MOTHER,RUN PACIFIC,SEABISCUIT PUNK,SIEGE MADRE,STREAK RIDGEMONT,UNFORGIVEN ZOOLANDER,WEREWOLF LOLA,WHALE BIKINI,WIFE TURN,WIFE TURN"
BURTON,"BILL OTHERS,BORROWERS BEDAZZLED,CHEAPER CLYDE,CLYDE THEORY,COAST RAINBOW,CONVERSATION DOWNHILL,FERRIS MOTHER,FICTION CHRISTMAS,GHOST GROUNDHOG,GILMORE BOILED,GOLDMINE TYCOON,HUMAN GRAFFITI,MADISON TRAP,MOONWALKER FOOL,PUNK DIVORCE,SABRINA MIDNIGHT,SHOCK CABIN,SIEGE MADRE,SNATCH SLIPPER,SPLENDOR PATTON,STREAK RIDGEMONT,SUN CONFESSIONS,SUSPECTS QUILLS,TELEMARK HEARTBREAKERS"
BUSTAMANTE,"ALTER VICTORY,ATTRACTION NEWTON,BEHAVIOR RUNAWAY,BLACKOUT PRIVATE,CHICKEN HELLFIGHTERS,CHISUM BEHAVIOR,COMANCHEROS ENEMY,CROSSROADS CASUALTIES,DALMATIONS SWEDEN,DANCES NONE,DETAILS PACKER,DOCTOR GRAIL,DRIVER ANNIE,ENEMY ODDS,GONE TROUBLE,GUNFIGHT MOON,HOOK CHARIOTS,HUNGER ROOF,MARRIED GO,METAL ARMAGEDDON,NECKLACE OUTBREAK,OSCAR GOLD,PERFECT GROOVE,PURPLE MOVIE,REUNION WITCHES,SALUTE APOLLO,SATISFACTION CONFIDENTIAL,STOCK GLASS,STREETCAR INTENTIONS,TEEN APOLLO,TRAINSPOTTING STRANGERS,TRANSLATION SUMMER"
BUTLER,"ALTER VICTORY,APACHE DIVINE,BONNIE HOLOCAUST,BOULEVARD MOB,BUBBLE GROSSE,CAMELOT VACATION,CHAMBER ITALIAN,DETECTIVE VISION,ELEMENT FREDDY,ENCOUNTERS CURTAIN,FEATHERS METAL,GAMES BOWFINGER,GLEAMING JAWBREAKER,GOLDMINE TYCOON,INDEPENDENCE HOTEL,LABYRINTH LEAGUE,LIGHTS DEER,MAJESTIC FLOATS,MEMENTO ZOOLANDER,MILE MULAN,MOTIONS DETAILS,MUSCLE BRIGHT,MYSTIC TRUMAN,NOVOCAINE FLIGHT,OPERATION OPERATION,PAYCHECK WAIT,ROBBERS JOON,ROCK INSTINCT,SAVANNAH TOWN,SHRUNK DIVINE,SIERRA DIVIDE,SOMETHING DUCK,SPLENDOR PATTON,SUSPECTS QUILLS,WOLVES DESIRE"
BUTTERFIELD,"CAMPUS REMEMBER,CANDIDATE PERDITION,CASABLANCA SUPER,CONNECTION MICROCOSMOS,FANTASY TROOPERS,GREEDY ROOTS,HOLLYWOOD ANONYMOUS,KING EVOLUTION,KWAI HOMEWARD,LAWRENCE LOVE,MOULIN WAKE,MULAN MOON,PICKUP DRIVING,RANGE MOONWALKER,REMEMBER DIARY,SPEED SUIT,SWEDEN SHINING,TRUMAN CRAZY,TRUMAN CRAZY,VOYAGE LEGALLY,WHISPERER GIANT"
BYRD,"AFFAIR PREJUDICE,ALLEY EVOLUTION,ALONE TRIP,ARABIA DOGMA,CANYON STOCK,CLASH FREDDY,CONEHEADS SMOOCHY,DALMATIONS SWEDEN,DESPERATE TRAINSPOTTING,EXPECATIONS NATURAL,FICTION CHRISTMAS,FLINTSTONES HAPPINESS,GAMES BOWFINGER,JEDI BENEATH,LOATHING LEGALLY,LONELY ELEPHANT,NEWTON LABYRINTH,OPEN AFRICAN,PELICAN COMFORTS,ROUGE SQUAD,SEATTLE EXPECATIONS,SHEPHERD MIDSUMMER,SPEED SUIT,STRICTLY SCARFACE,WHALE BIKINI,WON DARES"
CABRAL,"AIRPLANE SIERRA,BRINGING HYSTERICAL,CALENDAR GUNFIGHT,CARIBBEAN LIBERTY,CARIBBEAN LIBERTY,CONFIDENTIAL INTERVIEW,DEER VIRGINIAN,DOGMA FAMILY,FREDDY STORM,HAROLD FRENCH,LUCK OPUS,MAGNOLIA FORRESTER,MARRIED GO,PAST SUICIDES,POLISH BROOKLYN,RULES HUMAN,SONS INTERVIEW,TIES HUNGER,VALLEY PACKER,WATERFRONT DELIVERANCE"
CALDWELL,"BALLOON HOMEWARD,CLASH FREDDY,DAY UNFAITHFUL,GOLDFINGER SENSIBILITY,GOLDMINE TYCOON,HALF OUTFIELD,HUNCHBACK IMPOSSIBLE,JEKYLL FROGMEN,JINGLE SAGEBRUSH,MARS ROMAN,NEMO CAMPUS,POCUS PULP,QUILLS BULL,SECRETS PARADISE,THIEF PELICAN,THIN SAGEBRUSH,TIMBERLAND SKY,VARSITY TRIP,WEST LION,YENTL IDAHO"
CAMPBELL,"AGENT TRUMAN,APACHE DIVINE,BARBARELLA STREETCAR,CHASING FIGHT,CURTAIN VIDEOTAPE,DOORS PRESIDENT,DOZEN LION,EXTRAORDINARY CONQUERER,FORWARD TEMPLE,FREDDY STORM,GANGS PRIDE,HOBBIT ALIEN,HOOK CHARIOTS,HUNTING MUSKETEERS,ISLAND EXORCIST,LEGALLY SECRETARY,MAIDEN HOME,MARS ROMAN,MILLION ACE,MONTEZUMA COMMAND,NONE SPIKING,OSCAR GOLD,PULP BEVERLY,RESURRECTION SILVERADO,RIDGEMONT SUBMARINE,TEEN APOLLO,TELEMARK HEARTBREAKERS,UNDEFEATED DALMATIONS,VANISHING ROCKY,VELVET TERMINATOR,WITCHES PANIC,WITCHES PANIC,WORDS HUNTER,WORKING MICROCOSMOS"
CARBONE,"BANGER PINOCCHIO,BEACH HEARTBREAKERS,CELEBRITY HORN,CHANCE RESURRECTION,CHARIOTS CONSPIRACY,CLUB GRAFFITI,DEER VIRGINIAN,DIVIDE MONSTER,DONNIE ALLEY,FUGITIVE MAGUIRE,HELLFIGHTERS SIERRA,INSTINCT AIRPORT,JINGLE SAGEBRUSH,LABYRINTH LEAGUE,LIES TREATMENT,MARS ROMAN,MOD SECRETARY,MONEY HAROLD,SASSY PACKER,SECRET GROUNDHOG,SIMON NORTH,SPIKING ELEMENT,STEEL SANTA,UNFORGIVEN ZOOLANDER,WAIT CIDER"
CARLSON,"AMISTAD MIDSUMMER,BIKINI BORROWERS,COMMAND DARLING,CONEHEADS SMOOCHY,CROSSROADS CASUALTIES,CUPBOARD SINNERS,DALMATIONS SWEDEN,FACTORY DRAGON,FAMILY SWEET,FATAL HAUNTED,GUNFIGHT MOON,HALF OUTFIELD,HEARTBREAKERS BRIGHT,INCH JET,MALKOVICH PET,MATRIX SNOWMAN,MONEY HAROLD,NEIGHBORS CHARADE,PELICAN COMFORTS,RANDOM GO,SAGEBRUSH CLUELESS,SASSY PACKER,SEATTLE EXPECATIONS,SHEPHERD MIDSUMMER,TELEMARK HEARTBREAKERS,TROUBLE DATE,VANILLA DAY,VIRGIN DAISY,WAIT CIDER"
CARPENTER,"APACHE DIVINE,BREAKFAST GOLDFINGER,BUCKET BROTHERHOOD,DRACULA CRYSTAL,EVERYONE CRAFT,GABLES METROPOLIS,GHOSTBUSTERS ELF,HANKY OCTOBER,HIGHBALL POTTER,INVASION CYCLONE,JEEPERS WEDDING,LABYRINTH LEAGUE,MOURNING PURPLE,REDS POCUS,SNATCH SLIPPER,STING PERSONAL,STRAIGHT HOURS,TALENTED HOMICIDE,TELEGRAPH VOYAGE,TITANIC BOONDOCK,TORQUE BOUND,WARS PLUTO"
CARR,"ANALYZE HOOSIERS,BLACKOUT PRIVATE,CONGENIALITY QUEST,DRUMLINE CYCLONE,FIDELITY DEVIL,GROSSE WONDERFUL,GUNFIGHT MOON,HANDICAP BOONDOCK,KARATE MOON,KISS GLORY,NATIONAL STORY,NONE SPIKING,PLATOON INSTINCT,REQUIEM TYCOON,SEABISCUIT PUNK,SECRETS PARADISE,WEEKEND PERSONAL,WIND PHANTOM"
CARRANZA,"BENEATH RUSH,BUNCH MINDS,CLUB GRAFFITI,CREEPERS KANE,DOZEN LION,FAMILY SWEET,FARGO GANDHI,GODFATHER DIARY,HANDICAP BOONDOCK,HAROLD FRENCH,HOME PITY,ICE CROSSING,LOVE SUICIDES,MOVIE SHAKESPEARE,NASH CHOCOLAT,ORANGE GRAPES,PICKUP DRIVING,PLATOON INSTINCT,POCUS PULP,WEDDING APOLLO,ZORRO ARK"
CARROLL,"ARMY FLINTSTONES,CAROL TEXAS,COLDBLOODED DARLING,COWBOY DOOM,CUPBOARD SINNERS,DOGMA FAMILY,DOLLS RAGE,EYES DRIVING,FLATLINERS KILLER,GOLD RIVER,GROUNDHOG UNCUT,HANGING DEEP,HORN WORKING,JEKYLL FROGMEN,LORD ARIZONA,MADNESS ATTACKS,MOON BUNCH,MOVIE SHAKESPEARE,NASH CHOCOLAT,NOTTING SPEAKEASY,PILOT HOOSIERS,POND SEATTLE,PURE RUNNER,QUEST MUSSOLINI,SANTA PARIS,SATISFACTION CONFIDENTIAL,SATURN NAME,SCARFACE BANG,SEA VIRGIN,SHAKESPEARE SADDLE,SHOCK CABIN,SNATCH SLIPPER,STAR OPERATION,SWARM GOLD,TOOTSIE PILOT,VALENTINE VANISHING,WEEKEND PERSONAL"
CARTER,"AMERICAN CIRCUS,CURTAIN VIDEOTAPE,DETECTIVE VISION,DINOSAUR SECRETARY,DOOM DANCING,EARRING INSTINCT,FIGHT JAWBREAKER,FREDDY STORM,GILMORE BOILED,HARRY IDAHO,HOMEWARD CIDER,HUNGER ROOF,HURRICANE AFFAIR,INTOLERABLE INTENTIONS,JAPANESE RUN,MAGIC MALLRATS,MASKED BUBBLE,MODEL FISH,OZ LIAISONS,RINGS HEARTBREAKERS,ROCKETEER MOTHER,SHOW LORD,SUN CONFESSIONS,VIDEOTAPE ARSENIC,VIDEOTAPE ARSENIC,WOMEN DORADO,ZOOLANDER FICTION"
